Area,Baths,Bedrooms,Location,Price,Purpose,Type
600 Sq. Yd.,-,7,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,9 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,11 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,7.9 Crore",For Sale,House
125 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,1.4 Crore",For Sale,House
56 Sq. Yd.,2,2,"DHA Defence, Karachi, Sindh","PKR,62 Lakh",For Sale,House
150 Sq. Yd.,-,-,"Scheme 33, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,19 Crore",For Sale,House
500 Sq. Yd.,7,6,"KDA Scheme 1, Karachi, Sindh","PKR,17 Crore",For Sale,House
90 Sq. Yd.,4,4,"Abul Hassan Isphani Road, Karachi, Sindh","PKR,1.7 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.35 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.25 Crore",For Sale,House
120 Sq. Yd.,2,2,"Scheme 33, Karachi, Sindh","PKR,1.8 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
500 Sq. Yd.,-,-,"DHA City Karachi, Karachi, Sindh","PKR,65 Lakh",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,9.75 Crore",For Sale,House
50 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,45 Lakh",For Sale,House
55 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,62 Lakh",For Sale,House
50 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,48 Lakh",For Sale,House
350 Sq. Yd.,5,4,"Bahria Town Karachi, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
272 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.35 Crore",For Sale,House
55 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,60 Lakh",For Sale,House
42 Sq. Yd.,1,-,"Malir, Karachi, Sindh","PKR,62 Lakh",For Sale,House
550 Sq. Yd.,8,8,"Cantt, Karachi, Sindh","PKR,14.25 Crore",For Sale,House
100 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,3.7 Crore",For Sale,House
300 Sq. Yd.,-,-,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
"1,000 Sq. Yd.",8,7,"DHA Defence, Karachi, Sindh","PKR,16 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.3 Crore",For Sale,House
200 Sq. Yd.,-,-,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,4.35 Crore",For Sale,House
600 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,6 Crore",For Sale,House
400 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,2 Crore",For Sale,House
240 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5 Crore",For Sale,House
240 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
200 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,4 Crore",For Sale,House
200 Sq. Yd.,-,-,"North Nazimabad, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
233 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,1.65 Crore",For Sale,House
533 Sq. Yd.,5,5,"Jamshed Town, Karachi, Sindh","PKR,14 Crore",For Sale,House
300 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,7.25 Crore",For Sale,House
55 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,63.5 Lakh",For Sale,House
55 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,60 Lakh",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,32 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
120 Sq. Yd.,-,-,"Malir, Karachi, Sindh","PKR,1.05 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,40 Crore",For Sale,House
700 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
600 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,15 Crore",For Sale,House
200 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,5 Crore",For Sale,House
194 Sq. Yd.,3,3,"Defence View Society, Karachi, Sindh","PKR,3.1 Crore",For Sale,House
500 Sq. Yd.,6,8,"DHA Defence, Karachi, Sindh","PKR,18 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,10 Crore",For Sale,House
625 Sq. Yd.,-,-,"North Nazimabad, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
422 Sq. Yd.,3,3,"Nazimabad, Karachi, Sindh","PKR,7 Crore",For Sale,House
"1,000 Sq. Yd.",8,7,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,16 Crore",For Sale,House
256 Sq. Yd.,-,-,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6 Crore",For Sale,House
120 Sq. Yd.,3,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,2.6 Crore",For Sale,House
400 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,8.75 Crore",For Sale,House
125 Sq. Yd.,5,4,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
600 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,11 Crore",For Sale,House
"1,080 Sq. Yd.",3,2,"North Nazimabad, Karachi, Sindh","PKR,14 Crore",For Sale,House
80 Sq. Yd.,2,2,"Korangi, Karachi, Sindh","PKR,70 Lakh",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,17 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,17 Crore",For Sale,House
400 Sq. Yd.,3,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.2 Crore",For Sale,House
200 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
160 Sq. Yd.,3,4,"Karachi Motorway, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
600 Sq. Yd.,5,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,15 Crore",For Sale,House
"1,000 Sq. Yd.",6,5,"DHA Defence, Karachi, Sindh","PKR,22 Crore",For Sale,House
100 Sq. Yd.,2,4,"Korangi, Karachi, Sindh","PKR,33.5 Lakh",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.65 Crore",For Sale,House
431 Sq. Yd.,3,3,"Gadap Town, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,17 Crore",For Sale,House
280 Sq. Yd.,-,-,"North Nazimabad, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
200 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5.8 Crore",For Sale,House
600 Sq. Yd.,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,13.25 Crore",For Sale,House
160 Sq. Yd.,3,3,"Karachi Motorway, Karachi, Sindh","PKR,1.5 Crore",For Sale,House
100 Sq. Yd.,3,3,"DHA Defence, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
"1,000 Sq. Yd.",6,7,"DHA Defence, Karachi, Sindh","PKR,17.95 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,15 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.6 Crore",For Sale,House
200 Sq. Yd.,-,3,"Frere Town, Karachi, Sindh","PKR,3.6 Crore",For Sale,House
150 Sq. Yd.,5,5,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.65 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
120 Sq. Yd.,6,8,"Malir, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
120 Sq. Yd.,6,4,"Scheme 33, Karachi, Sindh","PKR,2.8 Crore",For Sale,House
300 Sq. Yd.,6,7,"Jamshed Town, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
272 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.4 Crore",For Sale,House
500 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,9 Crore",For Sale,House
400 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
233 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
200 Sq. Yd.,-,10,"Jamshed Town, Karachi, Sindh","PKR,7.25 Crore",For Sale,House
390 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,5.4 Crore",For Sale,House
435 Sq. Yd.,6,6,"Jamshed Town, Karachi, Sindh","PKR,10.75 Crore",For Sale,House
400 Sq. Yd.,6,8,"Scheme 33, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,20.5 Crore",For Sale,House
350 Sq. Yd.,5,5,"Zamzama, Karachi, Sindh","PKR,25 Crore",For Sale,House
120 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,4.5 Crore",For Sale,House
250 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,15.75 Crore",For Sale,House
272 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.8 Crore",For Sale,House
272 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,11 Crore",For Sale,House
725 Sq. Yd.,6,7,"North Nazimabad, Karachi, Sindh","PKR,9 Crore",For Sale,House
200 Sq. Yd.,-,-,"Clifton, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
300 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
200 Sq. Yd.,-,-,"Clifton, Karachi, Sindh","PKR,4.6 Crore",For Sale,House
125 Sq. Yd.,4,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.48 Crore",For Sale,House
75 Sq. Yd.,6,7,"Jamshed Town, Karachi, Sindh","PKR,3 Crore",For Sale,House
400 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,14 Crore",For Sale,House
240 Sq. Yd.,-,-,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
200 Sq. Yd.,4,3,"Rashid Minhas Road, Karachi, Sindh","PKR,3 Crore",For Sale,House
404 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
350 Sq. Yd.,4,5,"Cantt, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.35 Crore",For Sale,House
240 Sq. Yd.,-,-,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
390 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,5.4 Crore",For Sale,House
272 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.6 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,11.5 Crore",For Sale,House
500 Sq. Yd.,-,-,"DHA Defence, Karachi, Sindh","PKR,6.15 Crore",For Sale,House
200 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,18 Crore",For Sale,House
350 Sq. Yd.,6,4,"Bahria Town Karachi, Karachi, Sindh","PKR,2.45 Crore",For Sale,House
"1,000 Sq. Yd.",6,7,"Bahria Town Karachi, Karachi, Sindh","PKR,11 Crore",For Sale,House
,6,6,"Scheme 33, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
300 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,7.25 Crore",For Sale,House
380 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,6.75 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.4 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
300 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,11 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.4 Crore",For Sale,House
150 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,1.9 Crore",For Sale,House
500 Sq. Yd.,6,7,"North Nazimabad, Karachi, Sindh","PKR,14 Crore",For Sale,House
600 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
200 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,11 Crore",For Sale,House
"2,000 Sq. Yd.",4,3,"DHA Defence, Karachi, Sindh","PKR,38 Crore",For Sale,House
400 Sq. Yd.,6,11,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.8 Crore",For Sale,House
600 Sq. Yd.,-,-,"North Nazimabad, Karachi, Sindh","PKR,8.5 Crore",For Sale,House
120 Sq. Yd.,2,2,"Malir, Karachi, Sindh","PKR,75 Lakh",For Sale,House
800 Sq. Yd.,7,7,"Navy Housing Scheme Karsaz, Karachi, Sindh","PKR,42 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,1.5 Crore",For Sale,House
666 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,18.5 Crore",For Sale,House
"1,500 Sq. Yd.",-,-,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,18 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,36 Crore",For Sale,House
120 Sq. Yd.,6,6,"Federal B Area, Karachi, Sindh","PKR,3.2 Crore",For Sale,House
400 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
416 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,7.15 Crore",For Sale,House
266 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
266 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,6.55 Crore",For Sale,House
266 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,6.55 Crore",For Sale,House
266 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
600 Sq. Yd.,6,8,"North Nazimabad, Karachi, Sindh","PKR,11.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
600 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,11.1 Crore",For Sale,House
272 Sq. Yd.,,5,,"PKR,2.55 Crore,PKR,1 Crore,PKR,50 Lakh","Bahria Town Karachi, Karachi, Sindh",House
300 Sq. Yd.,5,5,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
400 Sq. Yd.,4,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,7.85 Crore",For Sale,House
266 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,6.6 Crore",For Sale,House
666 Sq. Yd.,6,8,"DHA Defence, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
350 Sq. Yd.,5,6,"Northern Bypass, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
200 Sq. Yd.,,3,,"PKR,1.81 Crore,PKR,25 Lakh,PKR,1.75 Lakh","Scheme 33, Karachi, Sindh",House
250 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
400 Sq. Yd.,-,-,"Federal B Area, Karachi, Sindh","PKR,7.7 Crore",For Sale,House
250 Sq. Yd.,5,4,"Clifton, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
235 Sq. Yd.,4,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.37 Crore",For Sale,House
400 Sq. Yd.,-,-,"Federal B Area, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
675 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,15.7 Crore",For Sale,House
350 Sq. Yd.,6,4,"Bahria Town Karachi, Karachi, Sindh","PKR,2.39 Crore",For Sale,House
120 Sq. Yd.,-,-,"Federal B Area, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
120 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
180 Sq. Yd.,-,-,"North Karachi, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
150 Sq. Yd.,-,5,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.7 Crore",For Sale,House
150 Sq. Yd.,6,5,"Jamshed Town, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,36 Crore",For Sale,House
200 Sq. Yd.,6,6,"Jamshed Town, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
311 Sq. Yd.,4,4,"Khalid Bin Walid Road, Karachi, Sindh","PKR,6 Crore",For Sale,House
"2,000 Sq. Yd.",4,10,"Jamshed Town, Karachi, Sindh","PKR,40 Crore",For Sale,House
666 Sq. Yd.,6,8,"DHA Defence, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
"1,000 Sq. Yd.",6,5,"DHA Defence, Karachi, Sindh","PKR,42 Crore",For Sale,House
200 Sq. Yd.,3,6,"Jamshed Town, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
416 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,8.75 Crore",For Sale,House
250 Sq. Yd.,5,5,"Jamshed Town, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gadap Town, Karachi, Sindh","PKR,1.85 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,11.25 Crore",For Sale,House
825 Sq. Yd.,6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,48 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,15.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"Jamshed Town, Karachi, Sindh","PKR,25 Crore",For Sale,House
350 Sq. Yd.,5,5,"Falcon Complex Faisal, Karachi, Sindh","PKR,21 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12 Crore",For Sale,House
450 Sq. Yd.,6,8,"North Nazimabad, Karachi, Sindh","PKR,15 Crore",For Sale,House
120 Sq. Yd.,3,3,"Malir, Karachi, Sindh","PKR,1 Crore",For Sale,House
300 Sq. Yd.,6,5,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,12 Crore",For Sale,House
350 Sq. Yd.,6,5,"Northern Bypass, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
220 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,6 Crore",For Sale,House
400 Sq. Yd.,5,6,"North Karachi, Karachi, Sindh","PKR,5.7 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,45 Crore",For Sale,House
200 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,2.95 Crore",For Sale,House
272 Sq. Yd.,3,3,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
"1,000 Sq. Yd.",6,5,"DHA Defence, Karachi, Sindh","PKR,20 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16.5 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,12.25 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,9.8 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,18 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16 Crore",For Sale,House
550 Sq. Yd.,6,6,"Cantt, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,18 Crore",For Sale,House
704 Sq. Yd.,2,1,"Scheme 45, Karachi, Sindh","PKR,50 Lakh",For Sale,House
300 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,8 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.85 Crore",For Sale,House
474 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,10 Crore",For Sale,House
666 Sq. Yd.,6,8,"DHA Defence, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
600 Sq. Yd.,6,11,"DHA Defence, Karachi, Sindh","PKR,13 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"North Nazimabad, Karachi, Sindh","PKR,14 Crore",For Sale,House
90 Sq. Yd.,4,4,"Metrovil Colony, Karachi, Sindh","PKR,1.3 Crore",For Sale,House
375 Sq. Yd.,-,-,"Cantt, Karachi, Sindh","PKR,7.35 Crore",For Sale,House
200 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
200 Sq. Yd.,5,5,"Jamshed Town, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
200 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
200 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
120 Sq. Yd.,2,2,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
225 Sq. Yd.,5,5,"Jamshed Town, Karachi, Sindh","PKR,9 Crore",For Sale,House
120 Sq. Yd.,3,3,"Oasis Park Residencia, Karachi, Sindh","PKR,2.47 Crore",For Sale,House
120 Sq. Yd.,5,4,"North Karachi, Karachi, Sindh","PKR,2.8 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,8.9 Crore",For Sale,House
600 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,8.5 Crore",For Sale,House
500 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,7.9 Crore",For Sale,House
256 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
80 Sq. Yd.,6,8,"Scheme 33, Karachi, Sindh","PKR,3 Crore",For Sale,House
300 Sq. Yd.,5,5,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6.25 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.75 Crore",For Sale,House
"2,000 Sq. Yd.",6,6,"Darul Aman Society, Karachi, Sindh","PKR,60 Crore",For Sale,House
120 Sq. Yd.,4,6,"Federal B Area, Karachi, Sindh","PKR,4.15 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6 Crore",For Sale,House
80 Sq. Yd.,2,3,"Malir, Karachi, Sindh","PKR,27 Lakh",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
180 Sq. Yd.,6,6,"Khudadad Colony, Karachi, Sindh","PKR,6 Crore",For Sale,House
160 Sq. Yd.,5,5,"Naya Nazimabad, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,6.75 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,15 Crore",For Sale,House
370 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,6.2 Crore",For Sale,House
200 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
200 Sq. Yd.,6,6,"Federal B Area, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4 Crore",For Sale,House
240 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
70 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,50 Lakh",For Sale,House
84 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,51 Lakh",For Sale,House
140 Sq. Yd.,-,-,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
160 Sq. Yd.,-,-,"North Karachi, Karachi, Sindh","PKR,2.65 Crore",For Sale,House
65 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,55 Lakh",For Sale,House
160 Sq. Yd.,-,-,"North Karachi, Karachi, Sindh","PKR,2.65 Crore",For Sale,House
